case_chrs_pos,samples,case_chr_pos_mut,ID1,ID2,ID5,ID6,ID8,ID9,ID14
case10_10_19045721,case10_S5,case10_10_19045721_1:Del:T:5,1.2425449958191885e-17,0.942784822932071,0.0,0.0,0.0,0.0016271592728295,0.0555880177950993
case10_10_45980485,case10_S5,case10_10_45980485_1:Del:T:2,0.0198004892073589,0.0458641957499643,0.0,0.0,0.0,0.8463125052390299,0.0880228098036469
case10_10_48802210,case10_S5,case10_10_48802210_1:Ins:T:5,0.9055656332563736,0.000981573675712,0.0,0.0,0.0,0.0027352076628362,0.0907175854050779
case10_10_54613953,case10_S5,case10_10_54613953_1:Ins:C:0,1.899693789619309e-17,6.988515312687485e-18,0.0,0.0,0.0,1.447414501441708e-17,1.0
case10_10_65278283,case10_S5,case10_10_65278283_2:Del:R:1,0.1923621867221503,0.1734745143811839,0.0,0.0,0.0,0.2351055478315811,0.3990577510650844
case10_10_97404553,case10_S5,case10_10_97404553_5:Del:M:1,0.0002997482617027,0.0707706259909356,0.0,0.0,0.0,0.0060619147103061,0.9228677110370556
case11_10_16221476,case11_S7,case11_10_16221476_1:Ins:T:4,0.2726441921325821,0.0,0.668942227552083,0.0,0.0,0.0584135803153349,0.0
case11_10_25356192,case11_S7,case11_10_25356192_1:Del:T:2,0.0015406202993793,0.0,0.6806308175666854,0.0,0.0,0.3178285621339353,0.0
case11_10_34187386,case11_S7,case11_10_34187386_3:Del:R:1,0.138759768388838,0.0,0.5932150297148362,0.0,0.0,0.2680252018963259,0.0
case11_10_41723154,case11_S7,case11_10_41723154_1:Del:T:1,6.835004961566393e-18,0.0,0.7942050390585653,0.0,0.0,0.2057949609414347,0.0
case11_10_54283086,case11_S7,case11_10_54283086_1:Del:T:1,6.835004961566393e-18,0.0,0.7942050390585653,0.0,0.0,0.2057949609414347,0.0
case11_10_89839986,case11_S7,case11_10_89839986_5:Del:M:2,8.218875689749441e-09,0.0,0.982810075277044,0.0,0.0,0.0171899165040802,0.0
case12_10_11815637,case12_S2,case12_10_11815637_1:Del:T:0,0.0251528875013717,0.046078809465397,0.0,0.0,0.0,0.9287683030332312,0.0
case12_10_55038186,case12_S2,case12_10_55038186_1:Ins:T:5,0.9959621530493598,0.0010643270796532,0.0,0.0,0.0,0.0029735198709869,0.0
case12_10_56408298,case12_S2,case12_10_56408298_4:Del:M:2,0.079399759334947,0.0913329848807173,0.0,0.0,0.0,0.8292672557843357,0.0
case12_10_57145478,case12_S2,case12_10_57145478_1:Del:T:5,1.3345024738679533e-17,0.9982725918602712,0.0,0.0,0.0,0.0017274081397289,0.0
case12_10_61097686,case12_S2,case12_10_61097686_1:Ins:T:0,0.2686802096207967,0.0475022776363067,0.0,0.0,0.0,0.6838175127428965,0.0
case12_10_98100314,case12_S2,case12_10_98100314_5:Del:M:2,1.7281902933344798e-06,0.2597658808000214,0.0,0.0,0.0,0.7402323910096853,0.0
case12_10_36470897,case12_S3,case12_10_36470897_1:Del:T:3,0.0287649829488945,0.0668632077489717,0.0,0.0,0.0,0.9043718093021336,0.0
case12_10_105882455,case12_S3,case12_10_105882455_2:Ins:R:2,0.2260028101596591,0.2788004443686827,0.0,0.0,0.0,0.4951967454716581,0.0
case12_10_111386885,case12_S3,case12_10_111386885_1:Ins:T:5,0.99496841643536,0.0009226774336724,0.0,0.0,0.0,0.0041089061309674,0.0
case12_10_120418880,case12_S3,case12_10_120418880_1:Ins:T:5,0.99496841643536,0.0009226774336724,0.0,0.0,0.0,0.0041089061309674,0.0
case12_10_132775922,case12_S3,case12_10_132775922_3:Ins:R:0,0.0017209838268698,0.0857339929467417,0.0,0.0,0.0,0.9125450232263884,0.0
case12_10_36472283,case12_S5,case12_10_36472283_1:Del:T:1,1.428145820494577e-16,4.3597931551644385e-17,0.0,0.0,0.0,0.9999999999999998,0.0
case13_10_56635795,case13_S3,case13_10_56635795_1:Del:T:5,6.7466203715363096e-18,0.9963358697395736,0.0,0.0,0.0,0.0036641302604263,0.0
case13_10_61532323,case13_S3,case13_10_61532323_1:Ins:T:5,0.985574717013923,0.0020792732145176,0.0,0.0,0.0,0.0123460097715593,0.0
case13_10_109860708,case13_S3,case13_10_109860708_1:Del:C:1,0.003984993958085,6.831215096351197e-05,0.0,0.0,0.0,0.9959466938909516,0.0
case13_10_29527221,case13_S5,case13_10_29527221_5:Del:M:2,1.310203149973294e-06,0.2842057212300591,0.0,0.0,0.0,0.7157929685667909,0.0
case13_10_57443583,case13_S5,case13_10_57443583_5:Del:M:2,1.310203149973294e-06,0.2842057212300591,0.0,0.0,0.0,0.7157929685667909,0.0
case13_10_61961914,case13_S5,case13_10_61961914_1:Ins:T:5,0.9946782602072012,0.0015339758897477,0.0,0.0,0.0,0.003787763903051,0.0
case13_10_65692722,case13_S5,case13_10_65692722_1:Ins:T:5,0.9946782602072012,0.0015339758897477,0.0,0.0,0.0,0.003787763903051,0.0
case13_10_81054183,case13_S5,case13_10_81054183_5:Ins:R:1,0.644361194092508,0.0265665824515156,0.0,0.0,0.0,0.3290722234559762,0.0
case13_10_85837987,case13_S5,case13_10_85837987_1:Ins:T:5,0.9946782602072012,0.0015339758897477,0.0,0.0,0.0,0.003787763903051,0.0
case15_S10_121783880,case15_S1,case15_S10_121783880_1:Ins:T:4,0.0,0.0,0.0,0.0,0.0,0.3735795546436704,0.6264204453563296
case15_S10_59475039,case15_S10,case15_S10_59475039_1:Ins:T:5,0.9969935589895446,0.0,0.0030064410104554,0.0,0.0,0.0,0.0
case15_S10_19837222,case15_S11,case15_S10_19837222_1:Del:C:0,0.0004821062954373,0.0,0.0,0.0,0.0,0.9995178937045628,0.0
case15_S10_54412733,case15_S11,case15_S10_54412733_1:Ins:T:5,0.9936283225224898,0.0,0.0,0.0,0.0,0.0063716774775101,0.0
case15_S10_84415757,case15_S11,case15_S10_84415757_5:Del:M:1,0.0227608388315153,0.0,0.0,0.0,0.0,0.9772391611684846,0.0
case15_S10_103401269,case15_S11,case15_S10_103401269_1:Del:T:3,0.0200723499128277,0.0,0.0,0.0,0.0,0.9799276500871722,0.0
case15_S10_118055225,case15_S11,case15_S10_118055225_5:Del:R:0,0.0108098633762078,0.0,0.0,0.0,0.0,0.989190136623792,0.0
case15_S10_74940591,case15_S3,case15_S10_74940591_1:Del:C:0,0.0,0.0,0.0,0.0,0.0846461189297533,0.8898160728760793,0.0255378081941673
case15_S10_14225988,case15_S4,case15_S10_14225988_3:Del:M:1,0.0068050810040941,0.0,0.9931949189959058,0.0,0.0,0.0,0.0
case15_S10_32924656,case15_S4,case15_S10_32924656_5:Del:M:3,3.5829634577781824e-10,0.0,0.9999999996417036,0.0,0.0,0.0,0.0
case15_S10_36779671,case15_S4,case15_S10_36779671_1:Ins:T:5,0.9985345195990314,0.0,0.0014654804009686,0.0,0.0,0.0,0.0
case15_S10_38675453,case15_S4,case15_S10_38675453_1:Ins:T:5,0.9985345195990314,0.0,0.0014654804009686,0.0,0.0,0.0,0.0
case15_S10_76057854,case15_S4,case15_S10_76057854_1:Del:C:1,0.0289615983451566,0.0,0.9710384016548432,0.0,0.0,0.0,0.0
case15_S10_92906483,case15_S4,case15_S10_92906483_2:Ins:R:0,0.0651545873663886,0.0,0.9348454126336112,0.0,0.0,0.0,0.0
case15_S10_106425155,case15_S4,case15_S10_106425155_1:Ins:T:5,0.9985345195990314,0.0,0.0014654804009686,0.0,0.0,0.0,0.0
case15_S10_109355712,case15_S4,case15_S10_109355712_1:Del:T:5,1.190238185138361e-16,0.0,0.9999999999999998,0.0,0.0,0.0,0.0
case16_10_206016,case16_S2,case16_10_206016_1:Ins:C:0,4.701863012082565e-15,0.0,0.9999999999999952,0.0,0.0,0.0,0.0
case16_10_53751976,case16_S2,case16_10_53751976_1:Del:T:2,0.0062805681998567,0.0,0.9937194318001432,0.0,0.0,0.0,0.0
case16_10_56773064,case16_S2,case16_10_56773064_1:Ins:T:5,0.9979071381795176,0.0,0.0020928618204825,0.0,0.0,0.0,0.0
case16_10_113178272,case16_S2,case16_10_113178272_5:Del:R:0,0.0003485219531726,0.0,0.9996514780468274,0.0,0.0,0.0,0.0
case16_10_121512648,case16_S2,case16_10_121512648_3:Del:R:1,0.3950885107957923,0.0,0.6049114892042077,0.0,0.0,0.0,0.0
case16_10_16570536,case16_S5,case16_10_16570536_1:Del:C:1,0.018114340536569,0.0,0.981885659463431,0.0,0.0,0.0,0.0
case16_10_94525106,case16_S5,case16_10_94525106_2:Del:M:1,0.0276419471919878,0.0,0.972358052808012,0.0,0.0,0.0,0.0
case16_10_109844518,case16_S5,case16_10_109844518_5:Del:M:1,6.446953117804981e-05,0.0,0.999935530468822,0.0,0.0,0.0,0.0
case2_10_4148661,case2_S2,case2_10_4148661_5:Del:M:1,0.006455356536713,0.993544643463287,0.0,0.0,0.0,0.0,0.0
case2_10_68556401,case2_S2,case2_10_68556401_1:Ins:T:5,0.999293898726666,0.0007061012733341,0.0,0.0,0.0,0.0,0.0
case2_10_104228188,case2_S2,case2_10_104228188_1:Ins:T:5,0.999293898726666,0.0007061012733341,0.0,0.0,0.0,0.0,0.0
case2_10_117959539,case2_S2,case2_10_117959539_1:Ins:T:5,0.999293898726666,0.0007061012733341,0.0,0.0,0.0,0.0,0.0
case3_S10_6393573,case3_S1,case3_S10_6393573_1:Ins:C:0,0.3795871577907109,0.0,0.0,0.0,0.0,0.6204128422092889,0.0
case3_S10_9919683,case3_S1,case3_S10_9919683_1:Ins:T:5,0.9935623781576208,0.0,0.0,0.0,0.0,0.006437621842379,0.0
case3_S10_24362946,case3_S1,case3_S10_24362946_1:Del:C:0,0.0004771384989016,0.0,0.0,0.0,0.0,0.9995228615010984,0.0
case3_S10_52156352,case3_S1,case3_S10_52156352_3:Del:R:1,0.5380744881707455,0.0,0.0,0.0,0.0,0.4619255118292543,0.0
case3_S10_55618914,case3_S1,case3_S10_55618914_1:Ins:T:5,0.9935623781576208,0.0,0.0,0.0,0.0,0.006437621842379,0.0
case3_S10_116837171,case3_S1,case3_S10_116837171_5:Del:M:2,1.0757731373415326e-06,0.0,0.0,0.0,0.0,0.9999989242268628,0.0
case3_S10_64220642,case3_S2,case3_S10_64220642_1:Del:T:2,0.0107264470750439,0.0,0.0,0.0,0.1029977298847548,0.7867933315582543,0.0994824914819469
case3_S10_19653207,case3_S4,case3_S10_19653207_1:Ins:T:0,0.1751590287183355,0.0,0.8248409712816646,0.0,0.0,0.0,0.0
case3_S10_39562398,case3_S4,case3_S10_39562398_1:Del:C:0,0.0042419850394618,0.0,0.9957580149605382,0.0,0.0,0.0,0.0
case3_S10_2141549,case3_S5,case3_S10_2141549_2:Del:M:1,0.0,0.0,0.0,0.0,0.0,0.541641560204038,0.4583584397959619
case4_10_81074696,case4_S1,case4_10_81074696_1:Del:T:5,3.7020432887537535e-18,0.9111916576472244,0.0,0.0,0.0,0.002426588697161,0.0863817536556144
case4_10_6392674,case4_S3,case4_10_6392674_1:Del:C:0,0.005084771547759,0.0,0.9949152284522408,0.0,0.0,0.0,0.0
case4_10_20838725,case4_S3,case4_10_20838725_1:Del:T:0,0.0090889424632411,0.0,0.9909110575367588,0.0,0.0,0.0,0.0
case4_10_92194561,case4_S3,case4_10_92194561_5:Del:M:1,6.719890451841227e-05,0.0,0.9999328010954815,0.0,0.0,0.0,0.0
case4_10_99286367,case4_S3,case4_10_99286367_1:Del:T:0,0.0090889424632411,0.0,0.9909110575367588,0.0,0.0,0.0,0.0
case6_10_1420037,case6_S7,case6_10_1420037_2:Del:M:1,0.9665275808534082,0.0334724191465918,0.0,0.0,0.0,0.0,0.0
case6_10_1915291,case6_S7,case6_10_1915291_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_17614290,case6_S7,case6_10_17614290_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_21935293,case6_S7,case6_10_21935293_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_25861424,case6_S7,case6_10_25861424_1:Del:T:5,1.7194019574827486e-17,1.0,0.0,0.0,0.0,0.0,0.0
case6_10_33757012,case6_S7,case6_10_33757012_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_52310697,case6_S7,case6_10_52310697_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_56139791,case6_S7,case6_10_56139791_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_57566641,case6_S7,case6_10_57566641_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_67837290,case6_S7,case6_10_67837290_3:Ins:R:1,0.4676386142223943,0.5323613857776057,0.0,0.0,0.0,0.0,0.0
case6_10_81526002,case6_S7,case6_10_81526002_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_90545435,case6_S7,case6_10_90545435_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_107060643,case6_S7,case6_10_107060643_1:Del:C:0,0.1230101801744291,0.876989819825571,0.0,0.0,0.0,0.0,0.0
case6_10_110723169,case6_S7,case6_10_110723169_3:Del:M:2,0.6801913142646362,0.3198086857353637,0.0,0.0,0.0,0.0,0.0
case6_10_122446167,case6_S7,case6_10_122446167_2:Ins:R:2,0.4750009071582249,0.524999092841775,0.0,0.0,0.0,0.0,0.0
case6_10_123177871,case6_S7,case6_10_123177871_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_123823044,case6_S7,case6_10_123823044_1:Ins:T:5,0.9991698350185236,0.0008301649814764,0.0,0.0,0.0,0.0,0.0
case6_10_95642768,case6_S8,case6_10_95642768_1:Del:C:0,0.1296070982061213,0.8703929017938786,0.0,0.0,0.0,0.0,0.0
case6_10_103921286,case6_S8,case6_10_103921286_1:Ins:C:5,0.9236939421019243,0.0763060578980757,0.0,0.0,0.0,0.0,0.0
case7_S10_4715720,case7_S1,case7_S10_4715720_1:Ins:T:5,0.998618986597588,0.0,0.0013810134024121,0.0,0.0,0.0,0.0
case7_S10_25521819,case7_S1,case7_S10_25521819_1:Del:T:5,1.2631436301069268e-16,0.0,1.0,0.0,0.0,0.0,0.0
case7_S10_36701761,case7_S1,case7_S10_36701761_1:Ins:T:5,0.998618986597588,0.0,0.0013810134024121,0.0,0.0,0.0,0.0
case7_S10_46335333,case7_S1,case7_S10_46335333_5:Del:R:0,0.0005284505019466,0.0,0.9994715494980534,0.0,0.0,0.0,0.0
case7_S10_54893272,case7_S1,case7_S10_54893272_1:Ins:T:5,0.998618986597588,0.0,0.0013810134024121,0.0,0.0,0.0,0.0
case7_S10_56426480,case7_S1,case7_S10_56426480_1:Ins:T:2,0.0075232197405443,0.0,0.9924767802594556,0.0,0.0,0.0,0.0
case7_S10_90517740,case7_S1,case7_S10_90517740_1:Ins:T:5,0.998618986597588,0.0,0.0013810134024121,0.0,0.0,0.0,0.0
case7_S10_103640602,case7_S1,case7_S10_103640602_2:Del:R:1,0.0548370829936357,0.0,0.9451629170063642,0.0,0.0,0.0,0.0
case7_S10_105149033,case7_S1,case7_S10_105149033_1:Del:T:0,0.0148732302388439,0.0,0.985126769761156,0.0,0.0,0.0,0.0
case7_S10_119098231,case7_S1,case7_S10_119098231_1:Del:T:0,0.0148732302388439,0.0,0.985126769761156,0.0,0.0,0.0,0.0
case7_S10_123808118,case7_S1,case7_S10_123808118_1:Ins:T:5,0.998618986597588,0.0,0.0013810134024121,0.0,0.0,0.0,0.0
case7_S10_25190485,case7_S4,case7_S10_25190485_1:Del:C:1,0.0217299177746842,0.0,0.6515863267504863,0.0,0.2862996799140742,0.0,0.040384075560755
case7_S10_36300899,case7_S4,case7_S10_36300899_1:Ins:T:5,0.8306176798160455,0.0,0.0010902299352887,0.0,0.0080100470107389,0.0,0.1602820432379268
case7_S10_43390042,case7_S4,case7_S10_43390042_1:Del:C:1,0.0217299177746842,0.0,0.6515863267504863,0.0,0.2862996799140742,0.0,0.040384075560755
case7_S10_79726322,case7_S4,case7_S10_79726322_1:Ins:C:0,9.814815339068293e-18,0.0,0.0013064075050921,0.0,0.0034928774548906,0.0,0.9952007150400172
case7_S10_81972894,case7_S4,case7_S10_81972894_5:Ins:R:0,5.518165604784301e-16,0.0,0.6434135492747379,0.0,0.0226147365744481,0.0,0.3339717141508134
case7_S10_89571046,case7_S4,case7_S10_89571046_1:Ins:T:5,0.8306176798160455,0.0,0.0010902299352887,0.0,0.0080100470107389,0.0,0.1602820432379268
case7_S10_89742705,case7_S4,case7_S10_89742705_1:Ins:C:0,9.814815339068293e-18,0.0,0.0013064075050921,0.0,0.0034928774548906,0.0,0.9952007150400172
case7_S10_95138216,case7_S4,case7_S10_95138216_1:Del:C:1,0.0217299177746842,0.0,0.6515863267504863,0.0,0.2862996799140742,0.0,0.040384075560755
case7_S10_122956279,case7_S4,case7_S10_122956279_5:Del:R:0,6.906266010622421e-05,0.0,0.1239733340610838,0.0,0.8387717678433408,0.0,0.0371858354354689
case7_S10_18519694,case7_S5,case7_S10_18519694_1:Ins:T:5,0.8509514217503344,0.0,0.0011687719552155,0.0,0.0,0.0,0.1478798062944499
case7_S10_33944804,case7_S5,case7_S10_33944804_1:Ins:T:5,0.8509514217503344,0.0,0.0011687719552155,0.0,0.0,0.0,0.1478798062944499
case7_S10_55591875,case7_S5,case7_S10_55591875_5:Ins:R:1,0.0624276748453543,0.0,0.1762994006381328,0.0,0.0,0.0,0.7612729245165128
case7_S10_72607852,case7_S5,case7_S10_72607852_1:Del:C:5,0.4707210810919482,0.0,0.3090527428335053,0.0,0.0,0.0,0.2202261760745464
case7_S10_84447031,case7_S5,case7_S10_84447031_1:Ins:C:0,1.0934253105615667e-17,0.0,0.0015229783813399,0.0,0.0,0.0,0.99847702161866
case7_S10_103994585,case7_S5,case7_S10_103994585_1:Ins:T:5,0.8509514217503344,0.0,0.0011687719552155,0.0,0.0,0.0,0.1478798062944499
case7_S10_117366041,case7_S5,case7_S10_117366041_1:Ins:T:5,0.8509514217503344,0.0,0.0011687719552155,0.0,0.0,0.0,0.1478798062944499
case9_10_7731741,case9_S2,case9_10_7731741_1:Del:T:3,0.0293597172665253,0.0736988198461766,0.0,0.2736373553980948,0.0,0.6233041074892031,0.0
case9_10_42252470,case9_S2,case9_10_42252470_2:Del:M:1,0.3387920163297416,0.0141418785441574,0.0,0.1722033852570304,0.0,0.4748627198690704,0.0
case9_10_44604593,case9_S2,case9_10_44604593_1:Ins:T:4,0.8484371869030576,0.0506166054389848,0.0,0.0661760565368159,0.0,0.0347701511211416,0.0
case9_10_57950420,case9_S2,case9_10_57950420_3:Del:M:2,0.2041504391271767,0.1156939308481336,0.0,0.5885102045505138,0.0,0.0916454254741758,0.0
case9_10_64232801,case9_S2,case9_10_64232801_1:Ins:T:2,0.0925402080076045,0.088421709738363,0.0,0.3410504697431502,0.0,0.4779876125108822,0.0
case9_10_65474879,case9_S2,case9_10_65474879_1:Ins:T:5,0.981037738404065,0.0009824532541361,0.0,0.0152441121658586,0.0,0.0027356961759403,0.0
case9_10_65749667,case9_S2,case9_10_65749667_1:Del:T:5,1.3786698709462354e-17,0.9664601550511672,0.0,0.0318730199596123,0.0,0.0016668249892205,0.0
case9_10_67247825,case9_S2,case9_10_67247825_5:Del:M:2,9.769097233865778e-10,0.0001376064791999,0.0,0.9994715650612755,0.0,0.0003908274826148,0.0
case9_10_68553953,case9_S2,case9_10_68553953_5:Del:M:5,0.0068673361332586,0.0069615047044202,0.0,0.9861711591623212,0.0,2.4040306332589227e-17,0.0
case9_10_74625139,case9_S2,case9_10_74625139_3:Del:R:1,0.3713127852494584,0.1055884609545502,0.0,0.3859091264041818,0.0,0.1371896273918094,0.0
case9_10_75854881,case9_S2,case9_10_75854881_1:Ins:T:5,0.981037738404065,0.0009824532541361,0.0,0.0152441121658586,0.0,0.0027356961759403,0.0
case9_10_81537802,case9_S2,case9_10_81537802_1:Del:T:0,0.0247846750053038,0.0425491153100276,0.0,0.0778811848180134,0.0,0.854785024866655,0.0
case9_10_81761638,case9_S2,case9_10_81761638_1:Del:T:3,0.0293597172665253,0.0736988198461766,0.0,0.2736373553980948,0.0,0.6233041074892031,0.0
case9_10_107447849,case9_S2,case9_10_107447849_1:Ins:T:5,0.981037738404065,0.0009824532541361,0.0,0.0152441121658586,0.0,0.0027356961759403,0.0
case9_10_108126129,case9_S2,case9_10_108126129_5:Del:M:3,1.1157147153779607e-11,7.73278127836631e-05,0.0,0.998746111224988,0.0,0.0011765609510709,0.0
case9_10_115627858,case9_S2,case9_10_115627858_1:Ins:T:5,0.981037738404065,0.0009824532541361,0.0,0.0152441121658586,0.0,0.0027356961759403,0.0
case9_10_128142252,case9_S2,case9_10_128142252_1:Del:T:5,1.3786698709462354e-17,0.9664601550511672,0.0,0.0318730199596123,0.0,0.0016668249892205,0.0
case9_10_129315116,case9_S2,case9_10_129315116_5:Del:M:2,9.769097233865778e-10,0.0001376064791999,0.0,0.9994715650612755,0.0,0.0003908274826148,0.0
case9_10_8399188,case9_S3,case9_10_8399188_1:Del:C:2,5.15642542911974e-16,0.0001384245412555,0.0,0.828100946772504,0.0,0.1717606286862399,0.0
case9_10_27422773,case9_S3,case9_10_27422773_5:Del:R:0,0.0006360611273893,0.0008379248395162,0.0,0.9744267494674854,0.0,0.0240992645656089,0.0
case9_10_39270940,case9_S3,case9_10_39270940_1:Del:C:1,0.0170422102687119,0.0001391159473901,0.0,0.0800583391455507,0.0,0.9027603346383472,0.0
case9_10_46088463,case9_S3,case9_10_46088463_1:Ins:T:5,0.9858561060443368,0.0009904127917785,0.0,0.0105359689583073,0.0,0.0026175122055773,0.0
case9_10_48534347,case9_S3,case9_10_48534347_1:Del:C:4,0.0823928290138235,0.1286085252007265,0.0,0.1913608057791231,0.0,0.5976378400063269,0.0
case9_10_71353798,case9_S3,case9_10_71353798_1:Ins:T:5,0.9858561060443368,0.0009904127917785,0.0,0.0105359689583073,0.0,0.0026175122055773,0.0
case9_10_111505986,case9_S3,case9_10_111505986_1:Del:C:0,0.0010057622546742,0.0086701466838845,0.0,0.1269709642277145,0.0,0.8633531268337267,0.0
case9_10_116042377,case9_S3,case9_10_116042377_1:Ins:C:5,0.8976354784155801,0.0951865290183106,0.0,0.0060622397404907,0.0,0.0011157528256184,0.0
case9_10_10003688,case9_S4,case9_10_10003688_1:Ins:T:5,0.9969575649573358,0.0007940588850254,0.0,0.0,0.0,0.0022483761576387,0.0
case9_10_54123970,case9_S4,case9_10_54123970_2:Del:R:0,0.1292271664148996,0.0069894600443401,0.0,0.0,0.0,0.8637833735407603,0.0
case9_10_83422152,case9_S4,case9_10_83422152_1:Ins:T:5,0.9969575649573358,0.0007940588850254,0.0,0.0,0.0,0.0022483761576387,0.0
case9_10_125956599,case9_S4,case9_10_125956599_1:Ins:T:5,0.9969575649573358,0.0007940588850254,0.0,0.0,0.0,0.0022483761576387,0.0
case10_11_1206179,case10_S2,case10_11_1206179_1:Del:C:1,0.0119534414863416,0.0001091733857104,0.0,0.0,0.0,0.987937385127948,0.0
case10_11_21298947,case10_S2,case10_11_21298947_5:Del:M:2,1.329058223038024e-06,0.2101250390874101,0.0,0.0,0.0,0.7898736318543668,0.0
case10_11_61361816,case10_S2,case10_11_61361816_5:Del:R:0,0.01623678436309,0.0239320032898973,0.0,0.0,0.0,0.9598312123470124,0.0
case10_11_84166517,case10_S2,case10_11_84166517_1:Ins:C:0,0.4121243060373779,0.1572179422113906,0.0,0.0,0.0,0.4306577517512314,0.0
case10_11_91000017,case10_S2,case10_11_91000017_1:Ins:T:5,0.994761042765744,0.0011181351488856,0.0,0.0,0.0,0.0041208220853703,0.0
case10_11_93833415,case10_S2,case10_11_93833415_1:Ins:T:5,0.994761042765744,0.0011181351488856,0.0,0.0,0.0,0.0041208220853703,0.0
case10_11_96585971,case10_S2,case10_11_96585971_1:Del:T:5,1.2680511380373483e-17,0.9977225469510814,0.0,0.0,0.0,0.0022774530489186,0.0
case10_11_100405878,case10_S2,case10_11_100405878_1:Del:T:1,1.1688313289378698e-16,4.45887936323636e-17,0.0,0.0,0.0,1.0,0.0
case10_11_100413040,case10_S2,case10_11_100413040_1:Del:T:0,0.0184635739267418,0.0355772540693955,0.0,0.0,0.0,0.9459591720038628,0.0
case10_11_105761181,case10_S2,case10_11_105761181_1:Del:C:1,0.0119534414863416,0.0001091733857104,0.0,0.0,0.0,0.987937385127948,0.0
case10_11_132912642,case10_S2,case10_11_132912642_1:Ins:T:4,0.886650243522839,0.0593710880612458,0.0,0.0,0.0,0.0539786684159151,0.0
case10_11_133743316,case10_S2,case10_11_133743316_1:Ins:T:5,0.994761042765744,0.0011181351488856,0.0,0.0,0.0,0.0041208220853703,0.0
case10_11_24521782,case10_S5,case10_11_24521782_1:Ins:T:5,0.9055656332563736,0.000981573675712,0.0,0.0,0.0,0.0027352076628362,0.0907175854050779
case10_11_100390631,case10_S5,case10_11_100390631_1:Del:T:3,0.0338040785294702,0.0918447963077443,0.0,0.0,0.0,0.7773300277465356,0.0970210974162496
case10_11_134658730,case10_S5,case10_11_134658730_1:Del:C:4,0.0829103390807589,0.139633394067156,0.0,0.0,0.0,0.6841519214986872,0.0933043453533979
case11_11_30665140,case11_S7,case11_11_30665140_1:Del:T:1,6.835004961566393e-18,0.0,0.7942050390585653,0.0,0.0,0.2057949609414347,0.0
case11_11_32403351,case11_S7,case11_11_32403351_1:Del:T:0,0.0021655516175135,0.0,0.6073777219499945,0.0,0.0,0.3904567264324919,0.0
